Name,DBH (cm),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr)
Aesculus hippocastanum,24,6,1.8,4,12.6,4.5,0.72
Aesculus hippocastanum,35,8,2.4,6,28.3,7.9,1.26
Aesculus hippocastanum,18,5,1.5,4,12.6,2.9,0.47
Aesculus hippocastanum,50,9,2.7,10,78.5,13.4,2.15
Aesculus hippocastanum,19,7,2.1,4,12.6,3.2,0.52
Aesculus hippocastanum,11,3,0.9,2,3.1,1.4,0.23
Aesculus hippocastanum,28,7,2.1,6,28.3,5.6,0.91
Aesculus hippocastanum,28,7,2.1,5,19.6,5.6,0.91
Aesculus hippocastanum,42,9,2.7,10,78.5,10.3,1.66
Aesculus hippocastanum,10,3.5,1,1,0.8,1.3,0.2
Aesculus hippocastanum,11,3.5,1,2,3.1,1.4,0.23
Aesculus hippocastanum,14,4,1.2,2,3.1,2,0.33
Aesculus hippocastanum,60,10,3,12,113.1,17.6,2.83
Aesculus hippocastanum,9,3.5,1,1.5,1.8,1.1,0.18
Aesculus hippocastanum,60,10,3,10,78.5,17.6,2.83
Aesculus hippocastanum,60,10,3,10,78.5,17.6,2.83
Aesculus hippocastanum,32,9,2.7,7,38.5,6.9,1.12
Aesculus hippocastanum,65,10,3,10,78.5,19.8,3.19
Aesculus hippocastanum,80,10,3,12,113.1,27,4.34
Aesculus hippocastanum,40,9,2.7,10,78.5,9.6,1.54
Aesculus hippocastanum,40,9,2.7,10,78.5,9.6,1.54
Aesculus hippocastanum,50,10,3,10,78.5,13.4,2.16
Aesculus hippocastanum,55,10,3,11,95,15.5,2.48
Aesculus hippocastanum,9,3.5,1,1.5,1.8,1.1,0.18
Aesculus hippocastanum,9,3.5,1,1.5,1.8,1.1,0.18
Aesculus hippocastanum,60,10,3,11,95,17.6,2.83
Aesculus hippocastanum,60,11,3.3,12,113.1,17.7,2.84
Aesculus hippocastanum,10,4,1.2,2,3.1,1.3,0.2
Aesculus hippocastanum,70,11,3.3,11,95,22.2,3.57
Aesculus hippocastanum,70,11,3.3,11,95,22.2,3.57
Aesculus hippocastanum,12,4,1.2,2,3.1,1.6,0.26
Aesculus hippocastanum,70,11,3.3,11,95,22.2,3.57
Aesculus hippocastanum,10,3.5,1,2,3.1,1.3,0.2
Aesculus hippocastanum,60,11,3.3,11,95,17.7,2.84
Aesculus hippocastanum,80,11,3.3,12,113.1,27.1,4.35
Aesculus hippocastanum,70,12,3.6,12,113.1,22.3,3.58
Aesculus hippocastanum,70,12,3.6,12,113.1,22.3,3.58
Aesculus hippocastanum,22,8,2.4,5,19.6,4,0.65
Aesculus hippocastanum,85,12,3.6,12,113.1,29.7,4.78
Aesculus hippocastanum,11,3.5,1,2,3.1,1.4,0.23
Aesculus hippocastanum,70,11,3.3,11,95,22.2,3.57
Aesculus hippocastanum,70,11,3.3,11,95,22.2,3.57
Aesculus hippocastanum,12,3,0.9,2,3.1,1.6,0.26
Aesculus hippocastanum,80,12,3.6,13,132.7,27.2,4.37
Aesculus hippocastanum,70,12,3.6,12,113.1,22.3,3.58
Carpinus betulus,18.5,6,1.8,4,12.6,3.6,0.57
Carpinus betulus,26.1,6,1.8,5,19.6,5.6,0.9
Carpinus betulus,23.2,8,2.4,5,19.6,4.8,0.77
Carpinus betulus,19.7,9,2.7,3,7.1,3.9,0.62
Carpinus betulus,70,8,2.4,5,19.6,0.5,0.08
Carpinus betulus,34.4,9,2.7,8,50.3,6.2,1
Carpinus betulus,28.7,9,2.7,7,38.5,6.3,1.02
Carpinus betulus,17.5,6,1.8,5,19.6,3.3,0.54
Carpinus betulus,20.7,7,2.1,6,28.3,4.1,0.66
Carpinus betulus,17.5,8,2.4,5,19.6,3.3,0.54
Carpinus betulus,23.6,8,2.4,6,28.3,4.9,0.78
Carpinus betulus,32.8,12,3.6,8,50.3,6.6,1.05
Carpinus betulus,20.7,8,2.4,4,12.6,4.1,0.66
Carpinus betulus,18.1,7,2.1,4.5,15.9,3.5,0.5600000000000001
Carpinus betulus,10.2,4,1.2,3,7.1,1.7,0.28
Carpinus betulus,22.9,7,2.1,5,19.6,4.7,0.76
Tilia cordata,8,5,1.5,2,3.1,0.8,0.13
Tilia cordata,65,15,4.5,9,63.6,13.9,2.23
Tilia cordata,60,20,6,7,38.5,12.5,2
Tilia cordata,60,15,4.5,6,28.3,12.5,2
Tilia cordata,10,4,1.2,3,7.1,1.1,0.18
Tilia cordata,9,3.5,1,2.5,4.9,1,0.16
Tilia cordata,62,15,4.5,7,38.5,13,2.09
Tilia cordata,60,18,5.4,6,28.3,12.5,2
Tilia cordata,65,18,5.4,7,38.5,13.9,2.23
Tilia cordata,63,15,4.5,8,50.3,13.3,2.14
Tilia cordata,62,18,5.4,7,38.5,13,2.09
Tilia cordata,65,18,5.4,7,38.5,13.9,2.23
Tilia cordata,60,19,5.7,6,28.3,12.5,2
Tilia cordata,60,19,5.7,7,38.5,12.5,2
Tilia cordata,9,4,1.2,2.5,4.9,1,0.16
Tilia cordata,60,21,6.3,8,50.3,12.5,2
Tilia cordata,60,21,6.3,7,38.5,12.5,2
Tilia cordata,60,21,6.3,7,38.5,12.5,2
Tilia cordata,10,4,1.2,3,7.1,1.1,0.18
Tilia cordata,66,21,6.3,9,63.6,14.2,2.28
Aesculus hippocastanum,55,9,2.7,12,113.1,15.4,2.47
Aesculus hippocastanum,19,5,1.5,6,28.3,3.2,0.51
Aesculus hippocastanum,50,8.5,2.6,10,78.5,13.3,2.14
Aesculus hippocastanum,19,4,1.2,4,12.6,3.1,0.5
Aesculus hippocastanum,9,3,0.9,1,0.8,1.1,0.17
Aesculus hippocastanum,65,10,3,10,78.5,19.8,3.19
Aesculus hippocastanum,13,3.5,1,2,3.1,1.8,0.29
Aesculus hippocastanum,12,3.5,1,2,3.1,1.6,0.26
Aesculus hippocastanum,13,3.5,1,2,3.1,1.8,0.29
Aesculus hippocastanum,13,3.5,1,2,3.1,1.8,0.29
Aesculus hippocastanum,16,4,1.2,3,7.1,2.4,0.39
Aesculus hippocastanum,80,11,3.3,13,132.7,27.1,4.35
Aesculus hippocastanum,85,12,3.6,13,132.7,29.7,4.78
Aesculus hippocastanum,50,12,3.6,13,132.7,13.6,2.18
Aesculus hippocastanum,48,10,3,12,113.1,12.6,2.03
Aesculus hippocastanum,11,3,0.9,2,3.1,1.4,0.23
Aesculus hippocastanum,60,9,2.7,11,95,17.5,2.82
Aesculus hippocastanum,15,4,1.2,2.5,4.9,2.2,0.36
Aesculus hippocastanum,60,11,3.3,11,95,17.7,2.84
Aesculus hippocastanum,50,10,3,11,95,13.4,2.16
Aesculus hippocastanum,55,10,3,11,95,15.5,2.48
Aesculus hippocastanum,10,3.5,1,2.5,4.9,1.3,0.2
Aesculus hippocastanum,11,3.5,1,2.5,4.9,1.4,0.23
Aesculus hippocastanum,12,3.5,1,2.5,4.9,1.6,0.26
Aesculus hippocastanum,10,3,0.9,1.5,1.8,1.2,0.2
Aesculus hippocastanum,55,9.5,2.8,11,95,15.4,2.48
Aesculus hippocastanum,13,4.5,1.3,4.5,15.9,1.8,0.3
Aesculus hippocastanum,22,5.5,1.7,7,38.5,3.9,0.63
Aesculus hippocastanum,8,3.5,1,1.5,1.8,0.9,0.15
Aesculus hippocastanum,12,4.5,1.3,4,12.6,1.6,0.26
Aesculus hippocastanum,16,7,2.1,4,12.6,2.5,0.41
Aesculus hippocastanum,25,7,2.1,7,38.5,4.8,0.77
Aesculus hippocastanum,55,9.5,2.8,8,50.3,15.4,2.48
Aesculus hippocastanum,22,5.5,1.7,5,19.6,3.9,0.63
Aesculus hippocastanum,19,5,1.5,4.5,15.9,3.2,0.51
Aesculus hippocastanum,9,3,0.9,1.5,1.8,1.1,0.17
Aesculus hippocastanum,14,7,2.1,5,19.6,2.1,0.34
Aesculus hippocastanum,16,7,2.1,4.5,15.9,2.5,0.41
Aesculus hippocastanum,13,6,1.8,4.5,15.9,1.9,0.3
Aesculus hippocastanum,45,8.5,2.6,7,38.5,11.4,1.83
Aesculus hippocastanum,53,10.5,3.2,8,50.3,14.7,2.36
Aesculus hippocastanum,11,5,1.5,3,7.1,1.5,0.24
Aesculus hippocastanum,17,6,1.8,4,12.6,2.7,0.44
Aesculus hippocastanum,20,9,2.7,4,12.6,3.6,0.57
Aesculus hippocastanum,13,5.5,1.7,5,19.6,1.9,0.3
Aesculus hippocastanum,48,8,2.4,8,50.3,12.5,2.01
Aesculus hippocastanum,13,5.6,1.7,2.5,4.9,1.9,0.3
Aesculus hippocastanum,22,7,2.1,5,19.6,4,0.64
Aesculus hippocastanum,8,3,0.9,2,3.1,0.9,0.15
Aesculus hippocastanum,59,11,3.3,9,63.6,17.2,2.77
Aesculus hippocastanum,40,9,2.7,8,50.3,9.6,1.54
Aesculus hippocastanum,42,9,2.7,8,50.3,10.3,1.66
Aesculus hippocastanum,58,11,3.3,11,95,16.8,2.7
Aesculus hippocastanum,56,10,3,10,78.5,15.9,2.55
Aesculus hippocastanum,68,11,3.3,12,113.1,21.3,3.42
Aesculus hippocastanum,69,12,3.6,10,78.5,21.8,3.51
Aesculus hippocastanum,55,12,3.6,11,95,15.6,2.51
Aesculus hippocastanum,50,11,3.3,10,78.5,13.5,2.17
Aesculus hippocastanum,68,12.5,3.8,12,113.1,21.4,3.44
Aesculus hippocastanum,58,12,3.6,12,113.1,16.9,2.71
Aesculus hippocastanum,63,12,3.6,12,113.1,19.1,3.06
Aesculus hippocastanum,60,12,3.6,12,113.1,17.7,2.85
Aesculus hippocastanum,13,3.5,1,2.5,4.9,1.8,0.29
Aesculus hippocastanum,88,12.5,3.8,12.5,122.7,31.3,5.04
Aesculus hippocastanum,13,3.5,1,2.5,4.9,1.8,0.29
Aesculus hippocastanum,62,12,3.6,13,132.7,18.6,2.99
Aesculus hippocastanum,8,2.5,0.8,1.5,1.8,0.9,0.15
Aesculus hippocastanum,10,2.5,0.8,2,3.1,1.2,0.2
Aesculus hippocastanum,10,3,0.9,1.5,1.8,1.2,0.2
Aesculus hippocastanum,18,4,1.2,4,12.6,2.9,0.46
Aesculus hippocastanum,22,5,1.5,4,12.6,3.9,0.63
Aesculus hippocastanum,16,4,1.2,3.5,9.6,2.4,0.39
Aesculus hippocastanum,16,4,1.2,3.5,9.6,2.4,0.39
Aesculus hippocastanum,15,4.5,1.3,4,12.6,2.2,0.36
Aesculus hippocastanum,16,4,1.2,4,12.6,2.4,0.39
Aesculus hippocastanum,16,4.5,1.3,3.5,9.6,2.5,0.4
Aesculus hippocastanum,15,4,1.2,2.5,4.9,2.2,0.36
Aesculus hippocastanum,10,3,0.9,2,3.1,1.2,0.2
Aesculus hippocastanum,9,3,0.9,2,3.1,1.1,0.17
Aesculus hippocastanum,60,11,3.3,10,78.5,17.7,2.84
Aesculus hippocastanum,12,6,1.8,3,7.1,1.7,0.27
Aesculus hippocastanum,13,5.5,1.7,3.5,9.6,1.9,0.3
Aesculus hippocastanum,60,8,2.4,8,50.3,17.5,2.8
Aesculus hippocastanum,40,8,2.4,8,50.3,9.6,1.54
Aesculus hippocastanum,19,8,2.4,5,19.6,3.3,0.53
Aesculus hippocastanum,50,11,3.3,8,50.3,13.5,2.17
Aesculus hippocastanum,24,8,2.4,8,50.3,4.6,0.73
Aesculus hippocastanum,10,4,1.2,3,7.1,1.3,0.2
Aesculus hippocastanum,18,4,1.2,4,12.6,2.9,0.46
Aesculus hippocastanum,15,3.5,1,2.5,4.9,2.2,0.36
Aesculus hippocastanum,70,10,3,10,78.5,22.1,3.56
Aesculus hippocastanum,70,9.5,2.8,11,95,22.1,3.55
Aesculus hippocastanum,10,3.5,1,1.5,1.8,1.3,0.2
Aesculus hippocastanum,16,4,1.2,3.5,9.6,2.4,0.39
Aesculus hippocastanum,12,3.5,1,2.5,4.9,1.6,0.26
Aesculus hippocastanum,18,4,1.2,3,7.1,2.9,0.46
Aesculus hippocastanum,9,3.5,1,2,3.1,1.1,0.18
Aesculus hippocastanum,10,3.5,1,2,3.1,1.3,0.2
Aesculus hippocastanum,12,3.5,1,2.5,4.9,1.6,0.26
Aesculus hippocastanum,80,11,3.3,12,113.1,27.1,4.35
Aesculus hippocastanum,12,3.5,1,3,7.1,1.6,0.26
Aesculus hippocastanum,8,3,0.9,1.5,1.8,0.9,0.15
Aesculus hippocastanum,17,3.5,1,2.5,4.9,2.6,0.43
Aesculus hippocastanum,14,3.5,1,2.5,4.9,2,0.32
Aesculus hippocastanum,14,3.5,1,3.5,9.6,2,0.32
Aesculus hippocastanum,60,12,3.6,8,50.3,17.7,2.85
Aesculus hippocastanum,15,4,1.2,3.5,9.6,2.2,0.36
Aesculus hippocastanum,18,5,1.5,4,12.6,2.9,0.47
Aesculus hippocastanum,18,4.5,1.3,3.5,9.6,2.9,0.47
Aesculus hippocastanum,16,5.5,1.7,3.5,9.6,2.5,0.4
Aesculus hippocastanum,18,4.5,1.3,3.5,9.6,2.9,0.47
Aesculus hippocastanum,18,4.5,1.3,3.5,9.6,2.9,0.47
Aesculus hippocastanum,18,5,1.5,4,12.6,2.9,0.47
Aesculus hippocastanum,18,5.5,1.7,4,12.6,2.9,0.47
Carpinus betulus,20,7,2.1,5,19.6,3.9,0.63
Carpinus betulus,17,8,2.4,4,12.6,3.2,0.52
Carpinus betulus,20,7,2.1,6,28.3,3.9,0.63
Carpinus betulus,19,6,1.8,7,38.5,3.7,0.59
Carpinus betulus,10,3,0.9,1.5,1.8,1.7,0.27
Carpinus betulus,10,3,0.9,1.5,1.8,1.7,0.27
Carpinus betulus,20,6,1.8,7,38.5,3.9,0.63
Carpinus betulus,15,4,1.2,3,7.1,2.7,0.44
Carpinus betulus,19,8,2.4,5,19.6,3.7,0.59
Carpinus betulus,16,7,2.1,3,7.1,3,0.48
Carpinus betulus,17,8,2.4,5,19.6,3.2,0.52
Carpinus betulus,18,7,2.1,5,19.6,3.5,0.55
Carpinus betulus,17,7,2.1,5,19.6,3.2,0.52
Carpinus betulus,12,6,1.8,4,12.6,2.1,0.34
Carpinus betulus,13,7,2.1,6,28.3,2.3,0.37
Carpinus betulus,16,6,1.8,4,12.6,3,0.48
Carpinus betulus,14,5,1.5,3,7.1,2.5,0.4
Carpinus betulus,10,4,1.2,2,3.1,1.7,0.27
Carpinus betulus,16,3,0.9,2,3.1,3,0.48
Carpinus betulus,15,6,1.8,5,19.6,2.7,0.44
Carpinus betulus,20,7,2.1,6,28.3,3.9,0.63
Carpinus betulus,13,7,2.1,2,3.1,2.3,0.37
Carpinus betulus,20,8,2.4,4,12.6,3.9,0.63
Carpinus betulus,15,7,2.1,3,7.1,2.7,0.44
Carpinus betulus,14,6,1.8,4,12.6,2.5,0.4
Carpinus betulus,10,6,1.8,1.5,1.8,1.7,0.27
Carpinus betulus,12,6,1.8,2,3.1,2.1,0.34
Carpinus betulus,14,6,1.8,2.5,4.9,2.5,0.4
Carpinus betulus,12,4,1.2,2.5,4.9,2.1,0.34
Carpinus betulus,13,5,1.5,4,12.6,2.3,0.37
Carpinus betulus,13,8,2.4,4,12.6,2.3,0.37
Carpinus betulus,15,8,2.4,5,19.6,2.7,0.44
Carpinus betulus,15,7,2.1,3,7.1,2.7,0.44
Carpinus betulus,20,9,2.7,5,19.6,3.9,0.63
Carpinus betulus,20,9,2.7,5,19.6,3.9,0.63
Carpinus betulus,20,8,2.4,7,38.5,3.9,0.63
Carpinus betulus,20,8,2.4,8,50.3,3.9,0.63
Carpinus betulus,20,8,2.4,7,38.5,3.9,0.63
Carpinus betulus,18,7,2.1,6,28.3,3.5,0.55
Carpinus betulus,20,8,2.4,4,12.6,3.9,0.63
Carpinus betulus,10,4,1.2,1.5,1.8,1.7,0.27
Carpinus betulus,10,3.5,1,1,0.8,1.7,0.27
Carpinus betulus,19,7,2.1,6,28.3,3.7,0.59
Carpinus betulus,19,6,1.8,4,12.6,3.7,0.59
Carpinus betulus,19,5,1.5,3,7.1,3.7,0.59
Carpinus betulus,20,9,2.7,7,38.5,3.9,0.63
Carpinus betulus,19,8,2.4,8,50.3,3.7,0.59
Carpinus betulus,18,6,1.8,3,7.1,3.5,0.55
Carpinus betulus,12,5,1.5,3,7.1,2.1,0.34
Carpinus betulus,10,4,1.2,5,19.6,1.7,0.27
Carpinus betulus,20,9,2.7,5,19.6,3.9,0.63
Carpinus betulus,30,10,3,7,38.5,6.7,1.08
Carpinus betulus,6,7.5,2.3,6,28.3,1,0.15
Carpinus betulus,25,9,2.7,6,28.3,5.3,0.85
Carpinus betulus,30,9,2.7,5,19.6,6.7,1.08
Carpinus betulus,35,9,2.7,6,28.3,6.1,0.98
Carpinus betulus,12,5,1.5,4,12.6,2.1,0.34
Carpinus betulus,10,4,1.2,3,7.1,1.7,0.27
Carpinus betulus,25,9,2.7,5,19.6,5.3,0.85
Carpinus betulus,25,10,3,7,38.5,5.3,0.85
Carpinus betulus,20,9,2.7,4,12.6,3.9,0.63
Carpinus betulus,30,10,3,7,38.5,6.7,1.08
Carpinus betulus,29,10,3,11,95,6.4,1.03
Carpinus betulus,29,10,3,6,28.3,6.4,1.03
Carpinus betulus,30,12,3.6,7,38.5,6.7,1.08
Carpinus betulus,34,12,3.6,6,28.3,6.3,1.01
Carpinus betulus,10,4,1.2,1.5,1.8,1.7,0.27
Carpinus betulus,8,4,1.2,1.5,1.8,1.3,0.21
Carpinus betulus,10,8,2.4,4,12.6,1.7,0.27
Carpinus betulus,4,7,2.1,2,3.1,0.6,0.1
Carpinus betulus,10,4,1.2,1,0.8,1.7,0.27
Carpinus betulus,8,4,1.2,2,3.1,1.3,0.21
Carpinus betulus,10,4,1.2,1.5,1.8,1.7,0.27
Carpinus betulus,11,4,1.2,2,3.1,1.9,0.3
Carpinus betulus,10,3.5,1,1.5,1.8,1.7,0.27
Carpinus betulus,12,4,1.2,1.5,1.8,2.1,0.34
Carpinus betulus,30,7,2.1,5,19.6,6.7,1.08
Carpinus betulus,20,7,2.1,6,28.3,3.9,0.63
Carpinus betulus,20,10,3,9,63.6,3.9,0.63
Carpinus betulus,10,3.5,1,1.5,1.8,1.7,0.27
Carpinus betulus,20,11,3.3,8,50.3,3.9,0.63
Carpinus betulus,5,3.5,1,1.5,1.8,0.8,0.13
Aesculus hippocastanum,35,13,3.9,7,38.5,8.1,1.3
Aesculus hippocastanum,38,15,4.5,6,28.3,9.199999999999999,1.48
Aesculus hippocastanum,40,12,3.6,7,38.5,9.800000000000001,1.57
Aesculus hippocastanum,37,13,3.9,8,50.3,8.800000000000001,1.41
Aesculus hippocastanum,33,15,4.5,8,50.3,7.5,1.21
Aesculus hippocastanum,52,14,4.2,8,50.3,14.5,2.33
Aesculus hippocastanum,48,15,4.5,5,19.6,12.9,2.08
Aesculus hippocastanum,45,13,3.9,5,19.6,11.7,1.88
Aesculus hippocastanum,67.5,15,4.5,8,50.3,21.3,3.43
Celtis australis,35,13,3.9,8,50.3,1.5,0.24
Celtis australis,44,15,4.5,9,63.6,1.7,0.28
Celtis australis,54,16,4.8,10,78.5,2,0.32
Celtis australis,58,17,5.1,7,38.5,2.1,0.34
Celtis australis,40,16,4.8,4,12.6,1.6,0.26
Celtis australis,60,17,5.1,5,19.6,2.2,0.35
Celtis australis,45,16,4.8,4.5,15.9,1.8,0.28
Celtis australis,47,14,4.2,4.5,15.9,1.8,0.29
Celtis australis,47,14,4.2,4.5,15.9,1.8,0.29
Celtis australis,6,2,0.6,1,0.8,0.4,0.07000000000000001
Celtis australis,56,17,5.1,6,28.3,2.1,0.33
Tilia cordata,8,2.5,0.8,1.5,1.8,0.8,0.13
Tilia cordata,9,2.5,0.8,1.5,1.8,1,0.16
Tilia cordata,8,2.5,0.8,1.5,1.8,0.8,0.13
Tilia cordata,11,5,1.5,2,3.1,1.3,0.2
Tilia cordata,9,4,1.2,1.5,1.8,1,0.16
Platanus x hispanica,25,8,2.4,6,28.3,5.7,0.91
Platanus x hispanica,10,4,1.2,2,3.1,1.5,0.24
Platanus x hispanica,40,10,3,9,63.6,11.3,1.82
Platanus x hispanica,29,9,2.7,8.5,56.7,7.1,1.14
Platanus x hispanica,12,4,1.2,2.5,4.9,2,0.32
Platanus x hispanica,43,10,3,8,50.3,12.6,2.03
Platanus x hispanica,22,8,2.4,7.5,44.2,4.7,0.76
Platanus x hispanica,44,11,3.3,10,78.5,13.1,2.1
Platanus x hispanica,32,8.5,2.6,8,50.3,8.199999999999999,1.31
Platanus x hispanica,32,8,2.4,8,50.3,8.199999999999999,1.31
Platanus x hispanica,12,4.5,1.3,2,3.1,2,0.32
Platanus x hispanica,26,8,2.4,8,50.3,6,0.97
Platanus x hispanica,11,5,1.5,3.5,9.6,1.7,0.28
Platanus x hispanica,6,5,1.5,2.5,4.9,0.8,0.12
Platanus x hispanica,14,4.5,1.3,3,7.1,2.4,0.39
Platanus x hispanica,16,4.5,1.3,2.5,4.9,3,0.48
Platanus x hispanica,33,9,2.7,7,38.5,8.5,1.37
Platanus x hispanica,27,11,3.3,7,38.5,6.4,1.02
Platanus x hispanica,8,6,1.8,2,3.1,1.1,0.18
Platanus x hispanica,10,5,1.5,2.5,4.9,1.5,0.24
Platanus x hispanica,11,5.5,1.7,2,3.1,1.7,0.28
Platanus x hispanica,11,6,1.8,3.5,9.6,1.7,0.28
Platanus x hispanica,24,8,2.4,6,28.3,5.3,0.86
Platanus x hispanica,8,5,1.5,1.5,1.8,1.1,0.18
Platanus x hispanica,80,20,6,12,113.1,31,4.98
Platanus x hispanica,80,20,6,12,113.1,31,4.98
Platanus x hispanica,80,20,6,12,113.1,31,4.98
Platanus x hispanica,30,15,4.5,12,113.1,7.4,1.19
Platanus x hispanica,80,20,6,12,113.1,31,4.98
Platanus x hispanica,80,20,6,12,113.1,31,4.98
Platanus x hispanica,100,22,6.6,10,78.5,34.9,5.61
Platanus x hispanica,60,22,6.6,12,113.1,20.5,3.3
Platanus x hispanica,110,25,7.5,12,113.1,30.1,4.83
Platanus x hispanica,95,24,7.2,12,113.1,36.5,5.86
Platanus x hispanica,130,23,6.9,13,132.7,3.1,0.5
Platanus x hispanica,100,24,7.2,15,176.7,34.9,5.61
Platanus x hispanica,115,18,5.4,15,176.7,6.7,1.07
Platanus x hispanica,80,22,6.6,14,153.9,31,4.98
Platanus x hispanica,80,24,7.2,13,132.7,31,4.98
Platanus x hispanica,80,24,7.2,16,201.1,31,4.98
Platanus x hispanica,135,24,7.2,20,314.2,1.9,0.3
Platanus x hispanica,95,24,7.2,14,153.9,36.5,5.86
Platanus x hispanica,95,24,7.2,14,153.9,36.5,5.86
Platanus x hispanica,100,23,6.9,12,113.1,34.9,5.61
Platanus x hispanica,105,24,7.2,14,153.9,32.8,5.27
Platanus x hispanica,105,24,7.2,15,176.7,32.8,5.27
Platanus x hispanica,110,24,7.2,19,283.5,30.1,4.83
Platanus x hispanica,19,6,1.8,6,28.3,3.8,0.61
Platanus x hispanica,120,24,7.2,18,254.5,5.5,0.88
Platanus x hispanica,9,5.5,1.7,2,3.1,1.3,0.21
Platanus x hispanica,140,25,7.5,18,254.5,0.7,0.11
Platanus x hispanica,29,12,3.6,5,19.6,7.1,1.14
Platanus x hispanica,135,25,7.5,20,314.2,1.9,0.3
Platanus x hispanica,55,22,6.6,12,113.1,18.1,2.91
Platanus x hispanica,110,24,7.2,18,254.5,30.1,4.83
Platanus x hispanica,110,24,7.2,18,254.5,30.1,4.83
Platanus x hispanica,140,25,7.5,20,314.2,0.7,0.11
Platanus x hispanica,75,24,7.2,14,153.9,28.3,4.54
Platanus x hispanica,100,24,7.2,18,254.5,34.9,5.61
Platanus x hispanica,110,24,7.2,18,254.5,30.1,4.83
Platanus x hispanica,100,24,7.2,18,254.5,34.9,5.61
Platanus x hispanica,75,24,7.2,17,227,28.3,4.54
Platanus x hispanica,95,24,7.2,16,201.1,36.5,5.86
Platanus x hispanica,230,16,4.8,20,314.2,8.1,1.31
Platanus x hispanica,35,15,4.5,12,113.1,9.300000000000001,1.5
Platanus x hispanica,10,4.5,1.3,3,7.1,1.5,0.24
Platanus x hispanica,28,8,2.4,8.5,56.7,6.7,1.08
Platanus x hispanica,9,6,1.8,3,7.1,1.3,0.21
Platanus x hispanica,37,9,2.7,8,50.3,10.1,1.63
Platanus x hispanica,10,4.5,1.3,3.5,9.6,1.5,0.24
Platanus x hispanica,11,4.5,1.3,2.5,4.9,1.7,0.28
Platanus x hispanica,9,4.5,1.3,2.5,4.9,1.3,0.21
Platanus x hispanica,34,12,3.6,10,78.5,8.9,1.44
Platanus x hispanica,9,4.5,1.3,3,7.1,1.3,0.21
Platanus x hispanica,9,4,1.2,2.5,4.9,1.3,0.21
Platanus x hispanica,28,11,3.3,8,50.3,6.7,1.08
Platanus x hispanica,12,6,1.8,3.5,9.6,2,0.32
Platanus x hispanica,10,6,1.8,3.5,9.6,1.5,0.24
Platanus x hispanica,36,11,3.3,9,63.6,9.699999999999999,1.56
Platanus x hispanica,29,10.5,3.2,8,50.3,7.1,1.14
Platanus x hispanica,34,11,3.3,8.5,56.7,8.9,1.44
Platanus x hispanica,10,4.5,1.3,3.5,9.6,1.5,0.24
Tilia x europaea,75.8,20,6,8,50.3,40.7,6.54
Tilia x europaea,68.09999999999999,19,5.7,7.5,44.2,35.2,5.66
Tilia x europaea,79.59999999999999,19,5.7,8,50.3,43.5,6.99
Tilia x europaea,67.5,16,4.8,9,63.6,34.8,5.59
Tilia x europaea,77.7,18,5.4,9.5,70.90000000000001,42.1,6.76
Tilia x europaea,77,21,6.3,9,63.6,41.6,6.69
Tilia x europaea,69.40000000000001,19,5.7,7.5,44.2,36.1,5.81
Tilia x europaea,71.59999999999999,20,6,8,50.3,37.7,6.06
Tilia x europaea,37.2,19,5.7,9,63.6,15.6,2.5
Tilia x europaea,62.1,17,5.1,8,50.3,31.1,4.99
Tilia x europaea,38.5,11,3.3,6,28.3,16.3,2.62
Tilia x europaea,76.09999999999999,17,5.1,8,50.3,40.9,6.58
Tilia x europaea,68.8,20,6,7.5,44.2,35.7,5.73
Tilia x europaea,60.2,19,5.7,7,38.5,29.8,4.78
Tilia x europaea,77,17,5.1,7,38.5,41.6,6.69
Tilia x europaea,70.7,18.5,5.6,6,28.3,37,5.95
Tilia x europaea,86.59999999999999,18,5.4,12,113.1,48.8,7.84
Tilia x europaea,75.09999999999999,19,5.7,9,63.6,40.2,6.46
Tilia x europaea,59.8,18,5.4,7,38.5,29.6,4.75
Tilia x europaea,6.4,3,0.9,2,3.1,1.5,0.23
Tilia x europaea,64.90000000000001,18.5,5.6,8,50.3,33,5.31
Tilia x europaea,61.1,19,5.7,7,38.5,30.4,4.89
Tilia x europaea,79.59999999999999,18,5.4,10,78.5,43.5,6.99
Tilia x europaea,28.7,10,3,7.5,44.2,10.9,1.75
Carpinus betulus,8,3,0.9,1,0.8,1.3,0.21
Carpinus betulus,26,7,2.1,4,12.6,5.6,0.89
Carpinus betulus,20,6,1.8,4,12.6,3.9,0.63
Carpinus betulus,10,4,1.2,3.5,9.6,1.7,0.27
Carpinus betulus,20,3,0.9,3,7.1,3.9,0.63
Carpinus betulus,12,3,0.9,4,12.6,2.1,0.34
Carpinus betulus,30,8,2.4,5,19.6,6.7,1.08
Carpinus betulus,36,7,2.1,5,19.6,5.8,0.93
Carpinus betulus,20,8,2.4,5,19.6,3.9,0.63
Carpinus betulus,12,5,1.5,3,7.1,2.1,0.34
Carpinus betulus,30,10,3,6,28.3,6.7,1.08
Carpinus betulus,8,3,0.9,2,3.1,1.3,0.21
Carpinus betulus,10,4,1.2,3,7.1,1.7,0.27
Carpinus betulus,10,4,1.2,3.5,9.6,1.7,0.27
Carpinus betulus,15,5,1.5,4,12.6,2.7,0.44
Carpinus betulus,16,5,1.5,3.5,9.6,3,0.48
