,year,month,min_temp,max_temp,avg
305,2016,6,16.176666666666666,26.613333333333337,21.395000000000003
306,2016,7,18.83870967741935,29.470967741935485,24.154838709677417
307,2016,8,17.006451612903223,27.73870967741935,22.372580645161285
308,2016,9,15.106666666666664,25.54999999999999,20.328333333333326
309,2016,10,8.535483870967742,16.261290322580646,12.398387096774194
310,2016,11,4.883333333333335,10.35,7.616666666666667
311,2016,12,-1.1483870967741936,7.009677419354838,2.930645161290322
312,2017,1,-3.596774193548387,4.961290322580646,0.6822580645161294
313,2017,2,2.878571428571429,10.039285714285715,6.458928571428572
314,2017,3,6.66774193548387,17.561290322580643,12.114516129032257
315,2017,4,8.386666666666665,19.37666666666667,13.881666666666668
316,2017,5,13.135483870967743,24.435483870967747,18.785483870967745
317,2017,6,17.40000000000001,29.09,23.245000000000005
318,2017,7,17.574193548387093,29.338709677419352,23.456451612903223
319,2017,8,17.69354838709678,29.56129032258065,23.627419354838715
320,2017,9,12.439999999999998,20.823333333333338,16.631666666666668
321,2017,10,8.503225806451612,18.55806451612904,13.530645161290327
322,2017,11,2.88,10.22333333333333,6.551666666666664
323,2017,12,-2.3838709677419363,4.748387096774192,1.182258064516128
324,2018,1,0.48064516129032253,6.967741935483872,3.724193548387097
325,2018,2,0.8357142857142856,7.310714285714286,4.073214285714286
326,2018,3,4.383870967741935,11.725806451612904,8.05483870967742
327,2018,4,10.196666666666665,21.340000000000007,15.768333333333336
328,2018,5,13.60967741935484,23.27741935483871,18.443548387096776
329,2018,6,16.400000000000002,28.826666666666668,22.613333333333337
330,2018,7,18.183870967741942,30.064516129032253,24.124193548387098
331,2018,8,18.396774193548385,30.27741935483871,24.337096774193547
332,2018,9,14.676666666666671,25.279999999999998,19.978333333333335
333,2018,10,9.506451612903225,19.322580645161292,14.414516129032258
334,2018,11,6.313333333333334,11.426666666666668,8.870000000000001
335,2018,12,-1.3838709677419352,6.896774193548386,2.7564516129032253
336,2019,1,-1.0612903225806452,7.222580645161291,3.080645161290323
337,2019,2,1.0250000000000001,10.632142857142856,5.828571428571428
338,2019,3,3.696774193548388,16.625806451612902,10.161290322580646
339,2019,4,8.576666666666664,17.87,13.223333333333333
340,2019,5,10.838709677419356,19.312903225806444,15.0758064516129
341,2019,6,17.830000000000002,30.660000000000004,24.245000000000005
342,2019,7,17.967741935483872,29.91612903225807,23.94193548387097
343,2019,8,18.63870967741935,28.541935483870965,23.590322580645157
344,2019,9,13.546666666666665,23.77999999999999,18.663333333333327
345,2019,10,10.499999999999998,18.058064516129033,14.279032258064515
346,2019,11,5.456666666666665,9.346666666666668,7.401666666666666
347,2019,12,0.3774193548387095,6.758064516129032,3.5677419354838706
348,2020,1,-1.2193548387096778,7.451612903225807,3.1161290322580646
349,2020,2,1.5172413793103445,11.689655172413794,6.603448275862069
350,2020,3,3.7064516129032263,13.645161290322578,8.675806451612903
351,2020,4,7.5633333333333335,21.42,14.491666666666667
352,2020,5,12.54516129032258,23.664516129032265,18.104838709677423
353,2020,6,15.850000000000001,26.12,20.985
354,2020,7,17.53548387096774,29.0741935483871,23.30483870967742
355,2020,8,17.912903225806446,28.829032258064515,23.37096774193548
356,2020,9,13.873333333333333,24.226666666666677,19.050000000000004
357,2020,10,7.9870967741935495,15.509677419354835,11.748387096774191
358,2020,11,3.2633333333333336,11.286666666666667,7.275
359,2020,12,0.6516129032258066,5.474193548387095,3.062903225806451
360,2021,1,-2.748387096774194,2.787096774193548,0.019354838709676914
361,2021,2,1.8749999999999998,9.77142857142857,5.823214285714285
362,2021,3,2.883870967741935,14.91935483870968,8.901612903225807
363,2021,4,6.373333333333331,17.279999999999998,11.826666666666664
364,2021,5,10.31935483870968,21.229032258064517,15.7741935483871
365,2021,6,17.433333333333334,29.883333333333336,23.658333333333335
366,2021,7,17.377419354838707,28.703225806451613,23.04032258064516
367,2021,8,15.858064516129033,26.91935483870967,21.38870967741935
368,2021,9,13.976666666666667,25.18,19.578333333333333
369,2021,10,7.425806451612903,16.464516129032262,11.945161290322583
370,2021,11,4.100000000000001,10.186666666666667,7.143333333333334
371,2021,12,-0.5580645161290323,6.238709677419357,2.8403225806451626
