,size
8138,6.0
8139,6.0
8140,9.9
8141,11.5
8142,6.4
8143,9.9
8144,10.8
8145,10.5
8146,13.7
8147,11.5
8148,13.7
8149,12.4
8150,11.1
8151,29.3
8152,34.4
8153,25.5
8154,19.1
8155,34.7
8156,11.5
8157,14.0
8158,9.6
8159,15.6
8160,6.7
8161,13.4
8162,11.5
8163,11.1
8164,10.2
8165,18.1
8166,12.7
8167,15.0
8168,5.7
8169,14.6
8170,18.1
8171,13.1
8172,15.6
8173,19.1
8174,14.0
8175,17.2
8176,20.0
8177,29.6
8178,29.6
8179,12.7
8180,12.7
8181,8.9
8182,43.0
8183,10.2
8184,11.8
8185,17.5
8186,17.2
8187,17.5
8188,19.1
8189,13.7
8190,49.7
8191,8.0
8192,65.0
8193,61.4
8194,12.1
8195,60.0
8196,10.0
8197,65.0
8198,63.0
8199,60.5
8200,62.0
8201,65.0
8202,14.3
8203,60.0
8204,60.0
8205,60.0
8206,11.1
8207,32.8
8208,60.0
8209,60.0
8210,37.6
8211,16.9
8212,10.0
8213,66.0
8214,11.5
8215,24.8
8216,28.7
8217,25.0
8218,32.0
8219,5.7
8220,35.3
8221,20.7
8222,22.3
8223,15.9
8224,23.9
8225,53.5
8226,58.3
8227,7.0
8228,21.3
8229,19.4
8230,41.7
8231,20.1
8232,54.1
8233,18.5
8234,19.1
8235,6.4
8236,33.4
8237,55.0
8238,18.0
8239,32.1
8240,32.1
8241,32.1
8242,32.1
8243,32.1
8244,32.1
8245,32.1
8246,32.1
8247,32.1
8248,32.1
8249,32.1
8250,32.1
8251,32.1
8252,32.1
8253,32.1
8254,32.1
8255,6.0
8256,6.0
8257,40.0
8258,40.0
8259,18.0
8260,18.0
8261,28.0
8262,24.0
8263,6.0
8264,32.0
8265,42.0
8266,32.0
8267,9.0
8268,24.0
8269,24.0
8270,14.0
8271,13.0
8272,15.0
8273,40.0
8274,32.0
8275,40.0
8276,14.0
8277,16.0
8278,16.0
8279,14.0
8280,17.0
8281,7.5
8282,11.0
8283,16.0
8284,9.0
8285,16.0
8286,14.0
8287,13.0
8288,5.0
8289,8.0
8290,8.0
8291,8.0
8292,10.0
8293,10.0
8294,8.0
8295,8.0
8296,8.0
8297,8.0
8298,8.0
8299,8.0
8300,8.0
8301,8.0
8302,15.0
8303,8.0
8304,8.0
8305,8.0
8306,18.0
8307,15.0
8308,20.0
8309,15.0
8310,32.0
8311,15.0
8312,15.0
8313,25.0
8314,25.0
8315,18.0
8316,10.0
8317,32.0
8318,18.0
8319,15.0
8320,18.0
8321,18.0
8322,20.0
8323,15.0
8324,56.0
8325,7.0
8326,42.0
8327,25.0
8328,31.0
8329,10.0
8330,15.0
8331,40.0
8332,29.0
8333,22.0
8334,12.0
8335,32.0
8336,43.0
8337,22.0
8338,44.0
8339,14.0
8340,32.0
8341,32.0
8342,12.0
8343,19.0
8344,26.0
8345,60.0
8346,11.0
8347,40.0
8348,70.0
8349,6.0
8350,18.0
8351,42.0
8352,14.0
8353,19.0
8354,16.0
8355,31.0
8356,33.0
8357,17.0
8358,44.0
8359,19.0
8360,27.0
8361,35.0
8362,29.0
8363,24.0
8364,8.0
8365,29.0
8366,53.0
8367,43.0
8368,41.0
8369,10.0
8370,50.0
8371,20.0
8372,36.0
8373,31.0
8374,11.0
8375,28.0
8376,28.0
8377,11.0
8378,25.0
8379,28.5
8380,24.0
8381,52.0
8382,8.0
8383,60.0
8384,31.0
8385,30.0
8386,35.0
8387,80.0
8388,80.0
8389,80.0
8390,30.0
8391,80.0
8392,80.0
8393,100.0
8394,60.0
8395,110.0
8396,95.0
8397,130.0
8398,100.0
8399,115.0
8400,80.0
8401,80.0
8402,80.0
8403,135.0
8404,95.0
8405,95.0
8406,100.0
8407,105.0
8408,105.0
8409,110.0
8410,19.0
8411,120.0
8412,9.0
8413,140.0
8414,29.0
8415,135.0
8416,55.0
8417,110.0
8418,110.0
8419,140.0
8420,75.0
8421,100.0
8422,110.0
8423,100.0
8424,75.0
8425,95.0
8426,230.0
8427,35.0
8428,10.0
8429,27.0
8430,29.0
8431,28.0
8432,29.0
8433,9.0
8434,38.0
8435,37.0
8436,16.0
8437,10.0
8438,11.0
8439,52.0
8440,39.0
8441,18.0
8442,9.0
8443,34.0
8444,40.0
8445,9.0
8446,34.0
8447,18.0
8448,29.0
8449,9.0
8450,68.0
8451,28.0
8452,12.0
8453,10.0
8454,36.0
8455,29.0
8456,29.0
8457,24.0
8458,34.0
8459,15.0
8460,48.0
8461,28.0
8462,40.0
8463,10.0
8464,32.0
8465,38.0
8466,40.0
8467,38.0
8468,28.0
8469,36.0
8470,32.0
8471,28.7
8472,8.0
8473,26.0
8474,20.0
8475,10.0
8476,20.0
8477,12.0
8478,30.0
8479,36.0
8480,20.0
8481,12.0
8482,30.0
8483,8.0
8484,10.0
8485,10.0
8486,15.0
8487,16.0
8488,10.0
8489,10.0
8490,9.0
8491,14.0
8492,12.0
8493,20.0
8494,20.0
8495,28.0
8496,14.0
8497,26.0
8498,26.0
8499,20.0
8500,28.0
8501,20.0
8502,32.0
8503,5.0
8504,5.0
8505,5.0
8506,4.0
8507,5.0
8508,5.0
8509,5.0
8510,5.0
8511,8.0
8512,10.0
8513,8.0
8514,9.0
8515,8.0
8516,10.0
8517,58.0
8518,42.0
8519,20.0
8520,20.0
8521,20.0
8522,20.0
8523,20.0
8524,20.0
8525,20.0
8526,20.0
8527,20.0
8528,20.0
8529,20.0
8530,20.0
8531,20.0
8532,20.0
8533,20.0
8534,20.0
8535,20.0
8536,16.0
8537,15.0
8538,45.0
8539,35.0
8540,41.4
8541,46.0
8542,46.0
8543,38.0
8544,29.0
8545,11.0
8546,55.0
8547,29.0
8548,68.0
8549,59.0
8550,10.0
8551,12.0
8552,6.0
8553,13.0
8554,21.0
8555,10.0
8556,27.0
8557,16.0
8558,9.0
8559,14.0
8560,9.0
8561,46.0
8562,34.0
8563,21.0
8564,45.0
8565,38.0
8566,52.0
8567,56.0
8568,55.0
8569,29.0
8570,27.0
8571,75.0
8572,72.0
8573,58.0
8574,10.0
8575,9.0
8576,26.0
8577,14.0
8578,16.0
8579,6.0
8580,8.0
8581,8.0
8582,8.0
8583,10.0
8584,7.0
8585,14.0
8586,12.0
8587,9.0
8588,22.0
8589,18.0
8590,18.0
8591,18.0
8592,18.0
8593,22.0
8594,18.0
8595,29.0
8596,22.0
8597,18.0
8598,18.0
8599,22.0
8600,18.0
8601,17.0
8602,19.0
8603,17.0
8604,16.0
8605,18.0
8606,13.0
8607,18.0
8608,25.0
8609,7.0
8610,22.0
8611,22.0
8612,11.0
8613,15.0
8614,10.0
8615,10.0
8616,16.0
8617,10.0
8618,19.0
8619,18.0
8620,19.0
8621,24.0
8622,17.0
8623,7.0
8624,5.0
8625,7.0
8626,11.0
8627,28.0
8628,7.0
8629,7.0
8630,7.0
8631,7.0
8632,7.0
8633,19.0
8634,16.0
8635,20.0
8636,13.0
8637,16.0
8638,14.0
8639,18.0
8640,14.0
8641,6.0
8642,6.0
8643,6.0
8644,6.0
8645,6.0
8646,6.0
8647,9.0
8648,7.0
8649,7.0
8650,7.0
8651,7.0
8652,6.0
8653,8.0
8654,8.0
8655,8.0
8656,8.0
8657,60.0
8658,19.0
8659,7.0
8660,7.0
8661,7.0
8662,7.0
8663,6.0
8664,6.0
8665,6.0
8666,6.0
8667,6.0
8668,6.0
8669,125.0
8670,110.0
8671,110.0
8672,100.0
8673,90.0
8674,20.0
8675,20.0
8676,20.0
8677,5.0
8678,19.0
8679,17.0
8680,15.0
8681,70.0
8682,18.0
8683,8.0
8684,8.0
8685,6.0
8686,60.0
8687,40.0
8688,80.0
8689,90.0
8690,100.0
8691,70.0
8692,28.0
8693,80.0
8694,55.0
8695,65.0
8696,65.0
8697,80.0
8698,115.0
8699,27.0
8700,15.0
8701,12.0
8702,12.0
8703,16.0
8704,45.0
8705,40.0
8706,11.0
8707,90.0
8708,90.0
8709,65.0
8710,50.0
8711,83.0
8712,85.0
8713,75.0
8714,85.0
8715,12.0
8716,14.0
8717,14.0
8718,16.0
8719,10.0
8720,30.0
8721,28.0
8722,31.0
8723,27.0
8724,32.0
8725,31.0
8726,19.0
8727,19.0
8728,17.0
8729,18.0
8730,8.0
8731,31.0
8732,22.0
8733,36.0
8734,28.0
8735,31.0
8736,32.0
8737,18.0
8738,20.0
8739,19.0
8740,25.0
8741,22.0
8742,24.0
8743,17.0
8744,17.0
8745,16.0
8746,18.0
8747,16.0
8748,12.0
8749,19.0
8750,17.0
8751,17.0
8752,14.0
8753,18.0
8754,15.0
8755,15.0
8756,12.0
8757,16.0
8758,12.0
8759,11.0
8760,14.0
8761,17.0
8762,12.0
8763,12.0
8764,12.0
8765,12.0
8766,14.0
8767,12.0
8768,14.0
8769,12.0
8770,14.0
8771,31.0
8772,26.0
8773,20.0
8774,32.0
8775,30.0
8776,12.0
8777,12.0
8778,15.0
8779,15.0
8780,16.0
8781,6.0
8782,55.0
8783,35.0
8784,57.0
8785,62.0
8786,19.0
8787,15.0
8788,17.0
8789,11.0
8790,6.0
8791,7.0
8792,11.0
8793,8.0
8794,16.0
8795,14.0
8796,14.0
8797,16.0
8798,14.0
8799,16.0
8800,16.0
8801,17.0
8802,14.0
8803,16.0
8804,15.0
8805,16.0
8806,14.0
8807,14.0
8808,11.0
8809,17.0
8810,6.0
8811,21.0
8812,19.0
8813,44.0
8814,28.0
8815,80.0
8816,52.0
8817,44.0
8818,60.0
8819,76.0
8820,10.0
8821,73.2
8822,32.0
8823,33.0
8824,38.0
8825,22.0
8826,10.0
8827,31.0
8828,32.0
8829,77.0
8830,32.0
8831,77.0
8832,92.3
8833,60.0
8834,8.0
8835,8.0
8836,90.0
8837,68.0
8838,60.0
8839,70.0
8840,41.0
8841,83.0
8842,82.0
8843,70.0
8844,24.0
8845,90.0
8846,28.0
8847,20.0
8848,64.0
8849,60.0
8850,8.0
8851,8.0
8852,75.0
8853,14.0
8854,12.0
8855,6.0
8856,15.0
8857,70.0
8858,42.0
8859,105.0
8860,98.0
8861,12.0
8862,34.0
8863,26.0
8864,18.0
8865,25.0
8866,20.0
8867,30.0
8868,62.0
8869,62.0
8870,30.0
8871,50.0
8872,60.0
8873,42.0
8874,52.0
8875,52.0
8876,30.0
8877,30.0
8878,23.0
8879,50.0
8880,52.0
8881,48.0
8882,45.0
8883,51.0
8884,30.0
8885,34.0
8886,40.0
8887,50.0
8888,30.0
8889,51.0
8890,30.0
8891,40.0
8892,29.0
8893,55.0
8894,38.0
8895,55.0
8896,40.0
8897,29.0
8898,60.0
8899,40.0
8900,60.0
8901,60.0
8902,40.0
8903,30.0
8904,30.0
8905,40.0
8906,40.0
8907,65.0
8908,60.0
8909,60.0
8910,68.0
8911,65.0
8912,60.0
8913,30.0
8914,55.0
8915,6.0
8916,50.0
8917,25.0
8918,44.0
8919,18.0
8920,50.0
8921,80.0
8922,15.0
8923,55.0
8924,25.0
8925,10.0
8926,20.0
8927,40.0
8928,18.0
8929,21.0
8930,25.0
8931,30.0
8932,21.0
8933,40.0
8934,42.0
8935,29.0
8936,25.0
8937,19.0
8938,65.0
8939,68.0
8940,30.0
8941,35.0
8942,30.0
8943,75.0
8944,60.0
8945,30.0
8946,30.0
8947,30.0
8948,58.0
8949,66.0
8950,55.0
8951,55.0
8952,30.0
8953,16.0
8954,10.0
8955,10.0
8956,28.0
8957,35.0
8958,38.0
8959,10.0
8960,45.0
8961,25.0
8962,40.0
8963,29.0
8964,58.0
8965,18.0
8966,29.0
8967,18.0
8968,15.0
8969,50.0
8970,35.0
8971,30.0
8972,44.0
8973,45.0
8974,38.0
8975,20.0
8976,20.0
8977,20.0
8978,20.0
8979,20.0
8980,20.0
8981,15.0
8982,20.0
8983,22.0
8984,20.0
8985,18.0
8986,18.0
8987,22.0
8988,18.0
8989,19.0
8990,30.0
8991,28.0
8992,78.0
8993,30.0
8994,30.0
8995,66.0
8996,35.0
8997,35.0
8998,28.0
8999,100.0
9000,50.0
9001,50.0
9002,48.0
9003,45.0
9004,35.0
9005,45.0
9006,21.0
9007,24.0
9008,28.0
9009,28.0
9010,29.0
9011,28.0
9012,29.0
9013,28.0
9014,55.0
9015,50.0
9016,35.0
9017,45.0
9018,90.0
9019,104.0
9020,75.0
9021,78.0
9022,50.0
9023,66.0
9024,75.0
9025,110.0
9026,28.0
9027,17.0
9028,18.0
9029,21.0
9030,19.0
9031,21.0
9032,21.0
9033,22.0
9034,24.0
9035,44.0
9036,25.0
9037,18.0
9038,50.0
9039,18.0
9040,50.0
9041,18.0
9042,18.0
9043,35.0
9044,41.0
9045,40.0
9046,50.0
9047,38.0
9048,19.0
9049,15.0
9050,15.0
9051,42.0
9052,42.0
9053,22.0
9054,61.0
9055,52.0
9056,41.0
9057,8.0
9058,21.0
9059,43.0
9060,43.0
9061,15.0
9062,25.0
9063,22.0
9064,22.0
9065,30.0
9066,63.0
9067,63.0
9068,15.0
9069,18.0
9070,18.0
9071,25.0
9072,15.0
9073,15.0
9074,15.0
9075,28.0
9076,28.0
9077,25.0
9078,25.0
9079,25.0
9080,25.0
9081,25.0
9082,25.0
9083,16.0
9084,25.0
9085,15.0
9086,65.0
9087,50.0
9088,21.0
9089,30.0
9090,28.0
9091,28.0
9092,28.0
9093,28.0
9094,28.0
9095,32.0
9096,48.0
9097,32.0
9098,55.0
9099,32.0
9100,32.0
9101,150.0
9102,41.0
9103,50.0
9104,40.0
9105,42.0
9106,58.0
9107,42.0
9108,36.0
9109,36.0
9110,38.0
9111,24.0
9112,19.0
9113,19.0
9114,19.0
9115,19.0
9116,19.0
9117,19.0
9118,19.0
9119,19.0
9120,19.0
9121,19.0
9122,19.0
9123,19.0
9124,19.0
9125,19.0
9126,25.0
9127,25.0
9128,25.0
9129,25.0
9130,25.0
9131,10.0
9132,10.0
9133,10.0
9134,10.0
9135,10.0
9136,32.0
9137,32.0
9138,21.0
9139,24.0
9140,24.0
9141,24.0
9142,32.0
9143,25.0
9144,25.0
9145,25.0
9146,37.0
9147,50.0
9148,40.0
9149,19.0
9150,19.0
9151,19.0
9152,15.0
9153,15.0
9154,15.0
9155,15.0
9156,15.0
9157,42.0
9158,36.0
9159,40.0
9160,70.0
9161,48.0
9162,37.0
9163,31.0
9164,24.0
9165,24.0
9166,28.0
9167,36.0
9168,42.0
9169,38.0
9170,29.0
9171,43.0
9172,25.0
9173,29.0
9174,22.0
9175,31.0
9176,36.0
9177,35.0
9178,43.0
9179,41.0
9180,44.0
9181,60.0
9182,33.0
9183,41.0
9184,50.0
9185,28.0
9186,26.0
9187,24.0
9188,31.0
9189,53.0
9190,48.0
9191,43.0
9192,26.0
9193,70.0
9194,52.0
9195,36.0
9196,28.0
9197,80.0
9198,49.0
9199,22.0
9200,6.0
9201,6.0
9202,32.0
9203,36.0
9204,38.0
9205,33.0
9206,32.0
9207,41.0
9208,32.0
9209,70.0
9210,44.0
9211,29.0
9212,5.0
9213,5.0
9214,5.0
9215,5.0
9216,5.0
9217,5.0
9218,5.0
9219,5.0
9220,5.0
9221,5.0
9222,5.0
9223,95.0
9224,5.0
9225,5.0
9226,5.0
9227,5.0
9228,5.0
9229,5.0
9230,5.0
9231,5.0
9232,5.0
9233,5.0
9234,5.0
9235,38.0
9236,190.0
9237,42.0
9238,80.0
9239,120.0
9240,115.0
9241,110.0
9242,68.0
9243,90.0
9244,38.0
9245,100.0
9246,75.0
9247,65.0
9248,85.0
9249,39.0
9250,120.0
9251,180.0
9252,100.0
9253,40.0
9254,120.0
9255,90.0
9256,41.0
9257,68.0
9258,135.0
9259,125.0
9260,145.0
9261,185.0
9262,70.0
9263,65.0
9264,28.0
9265,32.0
9266,55.0
9267,40.0
9268,70.0
9269,20.0
9270,75.0
9271,65.0
9272,40.0
9273,40.0
9274,40.0
9275,48.0
9276,80.0
9277,185.0
9278,100.0
9279,95.0
9280,95.0
9281,60.0
9282,27.0
9283,48.0
9284,60.0
9285,55.0
9286,38.0
9287,42.0
9288,100.0
9289,100.0
9290,75.0
9291,28.0
9292,95.0
9293,70.0
9294,42.0
9295,85.0
9296,48.0
9297,46.0
9298,46.0
9299,64.0
9300,48.0
9301,27.0
9302,53.0
9303,34.0
9304,42.0
9305,29.0
9306,110.0
9307,41.0
9308,58.0
9309,105.0
9310,180.0
9311,85.0
9312,28.0
9313,60.0
9314,60.0
9315,45.8
9316,60.0
9317,80.0
9318,57.0
9319,57.0
9320,44.0
9321,27.0
9322,27.0
9323,54.0
9324,50.0
9325,29.0
9326,130.5
9327,110.0
9328,31.0
9329,31.0
9330,104.0
9331,112.0
9332,29.0
9333,36.0
9334,42.0
9335,28.0
9336,42.0
9337,80.0
9338,80.0
9339,42.0
9340,75.0
9341,60.0
9342,150.0
9343,90.0
9344,50.0
9345,28.0
9346,40.0
9347,60.0
9348,70.0
9349,90.0
9350,95.0
9351,5.0
9352,5.0
9353,5.0
9354,5.0
9355,55.0
9356,50.0
9357,12.0
9358,12.0
9359,12.0
9360,12.0
9361,178.3
9362,35.0
9363,35.0
9364,159.2
9365,60.0
9366,58.0
9367,159.2
9368,52.0
9369,52.0
9370,45.0
9371,28.0
9372,184.6
9373,45.0
9374,37.0
9375,37.0
9376,12.0
9377,17.0
9378,44.0
9379,26.0
9380,29.0
9381,75.0
9382,60.0
9383,80.0
9384,80.0
9385,80.0
9386,47.0
9387,47.0
9388,27.0
9389,32.0
9390,29.0
9391,31.0
9392,33.0
9393,31.0
9394,33.0
9395,180.0
9396,70.0
9397,72.0
9398,29.0
9399,160.0
9400,150.0
9401,41.0
9402,28.0
9403,27.0
9404,140.0
9405,25.0
9406,38.0
9407,34.0
9408,24.0
9409,32.0
9410,18.0
9411,84.0
9412,60.0
9413,37.0
9414,85.0
9415,70.0
9416,32.0
9417,34.0
9418,68.0
9419,100.0
9420,44.0
9421,74.0
9422,12.0
9423,71.0
9424,35.0
9425,48.0
9426,90.0
9427,41.0
9428,38.0
9429,40.0
9430,80.0
9431,80.0
9432,85.0
9433,110.0
9434,47.8
9435,85.6
9436,82.8
9437,71.6
9438,26.1
9439,44.3
9440,27.4
9441,28.2
9442,28.2
9443,26.7
9444,26.6
9445,28.2
9446,39.3
9447,39.3
9448,28.2
9449,28.2
9450,28.2
9451,28.2
9452,28.2
9453,28.2
9454,39.3
9455,28.2
9456,29.5
9457,29.5
9458,29.5
9459,28.2
9460,28.2
9461,28.2
9462,28.2
9463,28.2
9464,28.2
9465,24.6
9466,24.6
9467,29.5
9468,29.3
9469,12.3
9470,34.3
9471,39.3
9472,28.2
9473,28.2
9474,28.2
9475,28.2
9476,28.2
9477,28.2
9478,28.2
9479,28.2
9480,28.2
9481,10.5
9482,10.5
9483,28.2
9484,28.2
9485,28.2
9486,28.2
9487,28.2
9488,73.9
9489,19.0
9490,21.0
9491,21.0
9492,18.0
9493,22.0
9494,18.0
9495,18.0
9496,10.0
9497,18.0
9498,21.0
9499,20.0
9500,16.0
9501,28.0
9502,21.0
9503,16.0
9504,21.0
9505,42.0
9506,45.0
9507,11.0
9508,11.0
9509,35.0
9510,18.0
9511,20.0
9512,65.0
9513,15.0
9514,10.0
9515,18.0
9516,93.3
9517,15.0
9518,8.0
9519,8.0
9520,8.0
9521,11.0
9522,60.0
9523,11.0
9524,11.0
9525,11.0
9526,8.0
9527,65.0
9528,8.0
9529,16.0
9530,50.0
9531,30.0
9532,25.0
9533,62.0
9534,60.0
9535,18.0
9536,28.0
9537,38.0
9538,40.0
9539,45.0
9540,70.0
9541,60.0
9542,50.0
9543,80.0
9544,30.0
9545,40.0
9546,50.0
9547,35.0
9548,40.0
9549,25.0
9550,60.0
9551,28.0
9552,8.0
9553,22.0
9554,17.0
9555,23.0
9556,20.0
9557,24.0
9558,55.0
9559,9.0
9560,13.0
9561,10.0
9562,35.0
9563,39.2
9564,32.0
9565,38.0
9566,13.0
9567,12.0
9568,18.0
9569,69.4
9570,55.0
9571,16.0
9572,14.0
9573,15.0
9574,13.0
9575,18.0
9576,36.6
9577,35.3
9578,25.0
9579,32.0
9580,36.0
9581,22.0
9582,28.0
9583,38.8
9584,22.0
9585,41.4
9586,16.6
9587,30.1
9588,16.0
9589,30.1
9590,60.0
9591,6.0
9592,12.0
9593,18.0
9594,19.0
9595,26.0
9596,19.0
9597,23.4
9598,50.0
9599,40.0
9600,69.4
9601,60.0
9602,10.0
9603,35.0
9604,45.0
9605,40.0
9606,24.0
9607,44.0
9608,15.1
9609,29.0
9610,20.0
9611,12.0
9612,45.0
9613,40.0
9614,28.0
9615,42.0
9616,40.0
9617,62.0
9618,50.0
9619,35.0
9620,10.0
9621,55.0
9622,45.0
9623,40.0
9624,50.0
9625,60.0
9626,18.0
9627,60.0
9628,18.0
9629,7.0
9630,19.0
9631,20.0
9632,35.0
9633,10.0
9634,8.0
9635,50.0
9636,16.0
9637,40.0
9638,18.0
9639,120.0
9640,140.0
9641,180.0
9642,130.0
9643,140.0
9644,160.0
9645,130.0
9646,140.0
9647,210.0
9648,160.0
9649,120.0
9650,26.0
9651,28.0
9652,22.0
9653,22.0
9654,25.0
9655,25.0
9656,100.0
9657,110.0
9658,130.0
9659,35.0
9660,28.0
9661,26.0
9662,40.0
9663,28.0
9664,35.0
9665,120.0
9666,140.0
9667,120.0
9668,28.0
9669,40.0
9670,28.0
9671,35.0
9672,25.0
9673,26.0
9674,25.0
9675,20.0
9676,200.0
9677,130.0
9678,100.0
9679,180.0
9680,180.0
9681,110.0
9682,17.0
9683,7.0
9684,15.0
9685,13.7
9686,40.0
9687,44.6
9688,25.0
9689,15.0
9690,40.0
9691,30.0
9692,35.0
9693,25.0
9694,60.0
9695,15.0
9696,35.0
9697,11.0
9698,10.0
9699,30.0
9700,160.0
9701,170.0
9702,190.0
9703,100.0
9704,170.0
9705,34.0
9706,13.0
9707,19.0
9708,15.0
9709,30.0
9710,15.0
9711,82.0
9712,13.0
9713,45.0
9714,12.0
9715,18.0
9716,32.0
9717,28.0
9718,16.4
9719,10.0
9720,10.0
9721,10.0
9722,10.0
9723,10.0
9724,12.0
9725,12.0
9726,10.0
9727,6.0
9728,13.0
9729,160.0
9730,85.9
9731,12.0
9732,15.1
9733,26.0
9734,32.0
9735,36.0
9736,20.0
9737,10.0
9738,25.0
9739,16.0
9740,32.0
9741,38.0
9742,40.0
9743,42.0
9744,28.0
9745,32.8
9746,21.0
9747,21.0
9748,22.0
9749,17.0
9750,16.3
9751,16.3
9752,16.0
9753,50.0
9754,40.0
9755,22.0
9756,30.0
9757,40.0
9758,60.0
9759,20.0
9760,30.0
9761,28.0
9762,38.0
9763,35.0
9764,40.0
9765,35.0
9766,36.0
9767,25.0
9768,45.0
9769,18.0
9770,50.0
9771,30.0
9772,65.0
9773,30.0
9774,35.0
9775,65.0
9776,32.0
9777,35.0
9778,30.0
9779,65.0
9780,50.0
9781,18.0
9782,70.0
9783,30.0
9784,18.0
9785,30.0
9786,60.0
9787,20.0
9788,65.0
9789,25.0
9790,25.0
9791,60.0
9792,25.0
9793,20.0
9794,15.0
9795,85.0
9796,40.0
9797,80.0
9798,72.0
9799,72.0
9800,70.0
9801,60.0
9802,30.0
9803,40.0
9804,20.0
9805,80.0
9806,70.0
9807,50.0
9808,70.0
9809,50.0
9810,80.0
9811,45.0
9812,50.0
9813,22.0
9814,190.0
9815,20.0
9816,40.0
9817,19.0
9818,22.0
9819,25.0
9820,25.0
9821,25.0
9822,30.0
9823,35.0
9824,17.0
9825,31.0
9826,180.0
9827,19.0
9828,18.0
9829,18.0
9830,15.0
9831,22.0
9832,12.0
9833,15.0
9834,15.0
9835,14.0
9836,19.0
9837,18.0
9838,25.0
9839,25.0
9840,35.0
9841,24.0
9842,35.0
9843,20.0
9844,38.0
9845,28.0
9846,28.0
9847,16.0
9848,100.0
9849,190.0
9850,100.0
9851,18.0
9852,10.0
9853,12.0
9854,23.0
9855,22.0
9856,25.0
9857,23.0
9858,20.0
9859,20.0
9860,25.0
9861,20.0
9862,20.0
9863,18.0
9864,12.0
9865,12.0
9866,12.0
9867,10.0
9868,8.0
9869,10.0
9870,29.0
9871,26.0
9872,11.0
9873,6.0
9874,16.0
9875,14.0
9876,18.0
9877,14.0
9878,20.0
9879,18.0
9880,19.0
9881,18.0
9882,20.0
9883,18.0
9884,20.0
9885,14.0
9886,14.0
9887,8.0
9888,18.0
9889,12.0
9890,10.0
9891,12.0
9892,8.0
9893,8.0
9894,28.0
9895,28.0
9896,28.0
9897,8.0
9898,32.0
9899,20.0
9900,21.0
9901,12.0
9902,12.0
9903,7.0
9904,8.0
9905,12.0
9906,12.0
9907,28.0
9908,8.0
9909,7.0
9910,43.3
9911,39.6
9912,32.0
9913,22.0
9914,33.7
9915,37.6
9916,38.2
9917,40.0
9918,28.0
9919,19.0
9920,22.0
9921,47.1
9922,37.2
9923,22.0
9924,18.0
9925,37.2
9926,22.0
9927,34.4
9928,36.0
9929,19.0
9930,23.0
9931,12.0
9932,17.0
9933,16.0
9934,57.0
9935,71.5
9936,71.5
9937,45.0
9938,19.0
9939,16.0
9940,16.0
9941,30.1
9942,18.0
9943,30.1
9944,30.1
9945,30.1
9946,30.1
9947,30.1
9948,30.1
9949,19.0
9950,29.2
9951,14.0
9952,16.0
9953,25.0
9954,15.0
9955,26.0
9956,17.0
9957,17.0
9958,16.0
9959,12.0
9960,10.0
9961,17.8
9962,12.0
9963,23.6
9964,26.0
9965,40.0
9966,22.0
9967,18.0
9968,16.3
9969,16.3
9970,16.3
9971,16.3
9972,16.3
9973,16.3
9974,16.3
9975,16.3
9976,16.3
9977,16.3
9978,16.3
9979,21.0
9980,11.0
9981,12.0
9982,10.0
9983,13.0
9984,13.0
9985,10.0
9986,13.9
9987,13.9
9988,13.9
9989,8.0
9990,9.0
9991,10.0
9992,9.0
9993,13.0
9994,12.0
9995,10.0
9996,11.0
9997,13.0
9998,10.0
9999,38.6
10000,50.0
10001,50.0
10002,16.0
10003,44.0
10004,16.0
10005,33.4
10006,30.6
10007,8.0
10008,21.0
10009,6.0
10010,21.0
10011,11.0
10012,6.0
10013,20.0
10014,14.5
10015,14.0
10016,55.0
10017,18.6
10018,21.0
10019,18.6
10020,20.0
10021,21.0
10022,32.0
10023,18.6
10024,18.6
10025,32.0
10026,24.0
10027,18.0
10028,32.0
10029,18.6
10030,31.0
10031,34.0
10032,22.0
10033,31.0
10034,21.0
10035,34.0
10036,28.0
10037,34.0
10038,20.0
10039,18.0
10040,23.0
10041,18.6
10042,17.0
10043,28.0
10044,18.6
10045,20.0
10046,28.0
10047,32.0
10048,41.4
10049,19.0
10050,42.0
10051,24.0
10052,22.0
10053,24.0
10054,25.0
10055,18.0
10056,23.0
10057,26.0
10058,24.0
10059,24.0
10060,21.0
10061,23.0
10062,25.0
10063,20.0
10064,26.0
10065,23.0
10066,22.0
10067,24.0
10068,23.0
10069,23.0
10070,23.0
10071,24.0
10072,22.0
10073,17.0
10074,35.7
10075,21.0
10076,22.0
10077,21.0
10078,24.0
10079,24.0
10080,22.0
10081,23.0
10082,8.0
10083,18.0
10084,16.0
10085,13.0
10086,14.0
10087,14.0
10088,16.0
10089,17.0
10090,18.0
10091,20.0
10092,17.0
10093,18.0
10094,15.0
10095,17.0
10096,20.0
10097,22.0
10098,18.0
10099,21.0
10100,20.0
10101,21.0
10102,17.0
10103,17.0
10104,17.0
10105,18.0
10106,70.0
10107,70.0
10108,75.0
10109,65.0
10110,92.3
10111,98.7
10112,100.6
10113,110.0
10114,70.0
10115,68.0
10116,70.0
10117,19.7
10118,31.0
10119,19.7
10120,19.7
10121,19.7
10122,35.0
10123,33.7
10124,36.0
10125,25.0
10126,22.0
10127,31.5
10128,33.7
10129,12.0
10130,24.0
10131,20.8
10132,43.9
10133,59.2
10134,39.8
10135,28.0
10136,22.0
